# HB Z M OV QHEL tau_He tau_H fname
1 0.004 0.660 0.50 0.731 1.065e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.66.PMS.HB
1 0.004 0.680 0.50 0.709 1.051e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.68.PMS.HB
0 0.004 0.700 0.00 0.694 1.417e+06 2.358e+10 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.70.PMS
1 0.004 0.700 0.50 0.689 1.043e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.70.PMS.HB
1 0.004 0.720 0.50 0.670 1.055e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.72.PMS.HB
0 0.004 0.750 0.00 0.646 1.42e+06 1.851e+10 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.75.PMS
1 0.004 0.750 0.50 0.643 1.048e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.75.PMS.HB
1 0.004 0.760 0.50 0.634 1.044e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.76.PMS.HB
1 0.004 0.780 0.50 0.618 1.04e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.78.PMS.HB
0 0.004 0.800 0.00 0.604 1.416e+06 1.477e+10 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.80.PMS
1 0.004 0.800 0.50 0.603 1.036e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.80.PMS.HB
0 0.004 0.850 0.00 0.567 1.407e+06 1.188e+10 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.85.PMS
1 0.004 0.850 0.50 0.567 1.03e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.85.PMS.HB
0 0.004 0.900 0.00 0.535 1.415e+06 9.64e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.90.PMS
1 0.004 0.900 0.50 0.535 1.029e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.90.PMS.HB
0 0.004 0.950 0.00 0.506 1.423e+06 7.898e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.95.PMS
1 0.004 0.950 0.50 0.506 1.012e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M.95.PMS.HB
0 0.004 1.000 0.00 0.480 1.424e+06 6.525e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.00.PMS
1 0.004 1.000 0.50 0.480 1.013e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.00.PMS.HB
0 0.004 1.050 0.00 0.456 1.416e+06 5.439e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.05.PMS
1 0.004 1.050 0.50 0.456 1.008e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.05.PMS.HB
0 0.004 1.100 0.00 0.435 1.444e+06 4.567e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.10.PMS
1 0.004 1.100 0.50 0.435 1.017e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.10.PMS.HB
0 0.004 1.150 0.08 0.416 1.45e+06 3.891e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.15.PMS
1 0.004 1.150 0.50 0.416 1.011e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.15.PMS.HB
0 0.004 1.200 0.17 0.399 1.426e+06 3.359e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.20.PMS
1 0.004 1.200 0.50 0.399 1.006e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.20.PMS.HB
0 0.004 1.250 0.25 0.383 1.496e+06 3.014e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.25.PMS
1 0.004 1.250 0.50 0.383 9.937e+07 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.25.PMS.HB
0 0.004 1.300 0.33 0.368 1.503e+06 2.789e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.30.PMS
1 0.004 1.300 0.50 0.368 9.976e+07 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.30.PMS.HB
0 0.004 1.350 0.42 0.353 1.597e+06 2.601e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.35.PMS
1 0.004 1.350 0.50 0.352 1.003e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.35.PMS.HB
0 0.004 1.400 0.50 0.338 1.562e+06 2.428e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.40.PMS
1 0.004 1.400 0.50 0.338 1.021e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.40.PMS.HB
0 0.004 1.450 0.50 0.324 1.439e+06 2.189e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.45.PMS
1 0.004 1.450 0.50 0.323 1.048e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.45.PMS.HB
0 0.004 1.500 0.50 0.309 1.416e+06 1.983e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.50.PMS
1 0.004 1.500 0.50 0.309 1.083e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.50.PMS.HB
0 0.004 1.550 0.50 0.295 1.028e+06 1.802e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.55.PMS
1 0.004 1.550 0.50 0.294 1.126e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.55.PMS.HB
0 0.004 1.600 0.50 0.279 1.087e+06 1.647e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.60.PMS
1 0.004 1.600 0.50 0.279 1.193e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.60.PMS.HB
0 0.004 1.650 0.50 0.263 1.2e+06 1.511e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.65.PMS
1 0.004 1.650 0.50 0.263 1.292e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.65.PMS.HB
0 0.004 1.700 0.50 0.246 5.105e+06 1.386e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.70.PMS
1 0.004 1.700 0.50 0.246 1.448e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.70.PMS.HB
0 0.004 1.750 0.50 0.275 2.735e+08 1.278e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.75.PMS
1 0.004 1.750 0.50 0.239 1.42e+08 0 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.75.PMS.HB
0 0.004 1.800 0.50 0.269 2.542e+08 1.183e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.80.PMS
0 0.004 1.850 0.50 0.265 2.43e+08 1.098e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.85.PMS
0 0.004 1.900 0.50 0.261 2.272e+08 1.021e+09 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.90.PMS
0 0.004 1.950 0.50 0.259 2.104e+08 9.521e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M1.95.PMS
0 0.004 10.000 0.50 0.312 2.225e+06 2.45e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M10.0.PMS
0 0.004 11.000 0.50 0.308 1.839e+06 2.094e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M11.0.PMS
0 0.004 12.000 0.50 0.321 1.576e+06 1.821e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M12.0.PMS
0 0.004 14.000 0.50 0.356 1.356e+06 1.452e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M14.0.PMS
0 0.004 16.000 0.50 0.360 9.78e+05 1.216e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M16.0.PMS
0 0.004 18.000 0.50 0.377 7.863e+05 1.049e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M18.0.PMS
0 0.004 2.000 0.50 0.257 1.954e+08 8.921e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.00.PMS
0 0.004 2.050 0.50 0.252 1.82e+08 8.199e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.05.PMS
0 0.004 2.100 0.50 0.251 1.694e+08 7.683e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.10.PMS
0 0.004 2.150 0.50 0.249 1.562e+08 7.218e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.15.PMS
0 0.004 2.200 0.50 0.250 1.44e+08 6.793e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.20.PMS
0 0.004 2.250 0.50 0.247 1.319e+08 6.403e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.25.PMS
0 0.004 2.300 0.50 0.248 1.212e+08 6.046e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.30.PMS
0 0.004 2.350 0.50 0.248 1.111e+08 5.717e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.35.PMS
0 0.004 2.400 0.50 0.250 1.03e+08 5.412e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.40.PMS
0 0.004 2.600 0.50 0.251 7.452e+07 4.401e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.60.PMS
0 0.004 2.800 0.50 0.254 5.641e+07 3.65e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M2.80.PMS
0 0.004 20.000 0.50 0.392 7.006e+05 9.299e+06 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M20.0.PMS
0 0.004 3.000 0.50 0.252 4.348e+07 3.074e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.00.PMS
0 0.004 3.200 0.50 0.242 3.491e+07 2.622e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.20.PMS
0 0.004 3.400 0.50 0.231 2.835e+07 2.265e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.40.PMS
0 0.004 3.600 0.50 0.221 2.367e+07 1.974e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.60.PMS
0 0.004 3.800 0.50 0.214 1.995e+07 1.739e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M3.80.PMS
0 0.004 4.000 0.50 0.207 1.71e+07 1.544e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.00.PMS
0 0.004 4.200 0.50 0.200 1.493e+07 1.38e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.20.PMS
0 0.004 4.400 0.50 0.195 1.315e+07 1.243e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.40.PMS
0 0.004 4.600 0.50 0.191 1.164e+07 1.126e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.60.PMS
0 0.004 4.800 0.50 0.187 1.038e+07 1.026e+08 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M4.80.PMS
0 0.004 5.000 0.50 0.184 9.299e+06 9.396e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.00.PMS
0 0.004 5.200 0.50 0.181 8.402e+06 8.62e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.20.PMS
0 0.004 5.400 0.50 0.176 7.499e+06 7.945e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.40.PMS
0 0.004 5.600 0.50 0.174 6.835e+06 7.356e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.60.PMS
0 0.004 5.800 0.50 0.177 6.238e+06 6.836e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M5.80.PMS
0 0.004 6.000 0.50 0.281 5.701e+06 6.395e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.00.PMS
0 0.004 6.200 0.50 0.182 5.273e+06 5.973e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.20.PMS
0 0.004 6.400 0.50 0.195 4.882e+06 5.597e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M6.40.PMS
0 0.004 7.000 0.50 0.291 3.953e+06 4.67e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M7.00.PMS
0 0.004 8.000 0.50 0.304 3.899e+06 3.625e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M8.00.PMS
0 0.004 9.000 0.50 0.312 2.879e+06 2.932e+07 OV0.5_Z0.004_Y0.256/Z0.004Y0.256OUTA1.74_F7_M9.00.PMS
0 0.006 0.100 0.00 0.000 0 3.012e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.10.PMS
0 0.006 0.120 0.00 0.000 0 3.011e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.12.PMS
0 0.006 0.140 0.00 0.000 0 3.021e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.14.PMS
0 0.006 0.160 0.00 0.000 0 3.023e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.16.PMS
0 0.006 0.200 0.00 0.000 0 3.007e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.20.PMS
0 0.006 0.250 0.00 0.000 0 2.997e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.25.PMS
0 0.006 0.300 0.00 0.000 0 3.015e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.30.PMS
0 0.006 0.350 0.00 0.000 0 3.01e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.35.PMS
0 0.006 0.450 0.00 0.000 0 3.013e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.45.PMS
1 0.006 0.482 0.50 0.996 1.377e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.482.PMS.HB
1 0.006 0.483 0.50 0.994 1.356e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.483.PMS.HB
1 0.006 0.484 0.50 0.992 1.352e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.484.PMS.HB
1 0.006 0.485 0.50 0.990 1.348e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.485.PMS.HB
1 0.006 0.490 0.50 0.980 1.321e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.490.PMS.HB
1 0.006 0.495 0.50 0.970 1.288e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.495.PMS.HB
0 0.006 0.500 0.00 0.000 0 3.015e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.50.PMS
1 0.006 0.500 0.50 0.960 1.276e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.500.PMS.HB
1 0.006 0.505 0.50 0.950 1.264e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.505.PMS.HB
1 0.006 0.510 0.50 0.941 1.253e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.510.PMS.HB
1 0.006 0.515 0.50 0.932 1.24e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.515.PMS.HB
1 0.006 0.520 0.50 0.923 1.236e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.520.PMS.HB
1 0.006 0.525 0.50 0.914 1.232e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.525.PMS.HB
1 0.006 0.530 0.50 0.906 1.222e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.530.PMS.HB
1 0.006 0.540 0.50 0.889 1.191e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.540.PMS.HB
0 0.006 0.550 0.00 0.000 0 3.011e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.55.PMS
1 0.006 0.550 0.50 0.873 1.195e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.550.PMS.HB
1 0.006 0.560 0.50 0.857 1.174e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.560.PMS.HB
1 0.006 0.570 0.50 0.842 1.157e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.570.PMS.HB
1 0.006 0.580 0.50 0.827 1.144e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.580.PMS.HB
1 0.006 0.590 0.50 0.813 1.13e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.590.PMS.HB
0 0.006 0.600 0.00 0.000 0 3.008e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.60.PMS
1 0.006 0.600 0.50 0.800 1.118e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.60.PMS.HB
1 0.006 0.620 0.50 0.774 1.117e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.62.PMS.HB
1 0.006 0.640 0.50 0.750 1.102e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.64.PMS.HB
0 0.006 0.650 0.00 0.000 0 3.01e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.65.PMS
1 0.006 0.660 0.50 0.727 1.096e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.66.PMS.HB
1 0.006 0.680 0.50 0.706 1.091e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.68.PMS.HB
0 0.006 0.700 0.00 0.692 1.724e+06 2.632e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.70.PMS
1 0.006 0.700 0.50 0.685 1.095e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.70.PMS.HB
1 0.006 0.720 0.50 0.666 1.089e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.72.PMS.HB
0 0.006 0.750 0.00 0.644 1.73e+06 2.068e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.75.PMS
1 0.006 0.750 0.50 0.640 1.074e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.75.PMS.HB
1 0.006 0.760 0.50 0.631 1.08e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.76.PMS.HB
1 0.006 0.780 0.50 0.615 1.077e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.78.PMS.HB
0 0.006 0.800 0.00 0.602 1.709e+06 1.645e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.80.PMS
1 0.006 0.800 0.50 0.600 1.078e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.80.PMS.HB
0 0.006 0.850 0.00 0.565 1.733e+06 1.323e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.85.PMS
1 0.006 0.850 0.50 0.564 1.072e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.85.PMS.HB
0 0.006 0.900 0.00 0.533 1.68e+06 1.072e+10 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.90.PMS
1 0.006 0.900 0.50 0.533 1.061e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.90.PMS.HB
0 0.006 0.950 0.00 0.504 1.666e+06 8.767e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.95.PMS
1 0.006 0.950 0.50 0.504 1.058e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M.95.PMS.HB
0 0.006 1.000 0.00 0.478 1.677e+06 7.22e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.00.PMS
1 0.006 1.000 0.50 0.478 1.048e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.00.PMS.HB
0 0.006 1.050 0.00 0.455 1.686e+06 5.997e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.05.PMS
1 0.006 1.050 0.50 0.455 1.043e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.05.PMS.HB
0 0.006 1.100 0.00 0.434 1.661e+06 5.018e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.10.PMS
1 0.006 1.100 0.50 0.433 1.046e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.10.PMS.HB
0 0.006 1.150 0.08 0.415 1.659e+06 4.261e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.15.PMS
1 0.006 1.150 0.50 0.414 1.035e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.15.PMS.HB
0 0.006 1.200 0.17 0.397 1.72e+06 3.692e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.20.PMS
1 0.006 1.200 0.50 0.397 1.032e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.20.PMS.HB
0 0.006 1.250 0.25 0.382 1.706e+06 3.304e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.25.PMS
1 0.006 1.250 0.50 0.381 1.035e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.25.PMS.HB
0 0.006 1.300 0.33 0.367 1.77e+06 3.055e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.30.PMS
1 0.006 1.300 0.50 0.367 1.028e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.30.PMS.HB
0 0.006 1.350 0.42 0.352 1.724e+06 2.845e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.35.PMS
1 0.006 1.350 0.50 0.351 1.044e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.35.PMS.HB
0 0.006 1.400 0.50 0.337 1.673e+06 2.658e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.40.PMS
1 0.006 1.400 0.50 0.337 1.047e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.40.PMS.HB
0 0.006 1.450 0.50 0.324 1.7e+06 2.391e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.45.PMS
1 0.006 1.450 0.50 0.323 1.078e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.45.PMS.HB
0 0.006 1.500 0.50 0.310 1.676e+06 2.165e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.50.PMS
1 0.006 1.500 0.50 0.310 1.096e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.50.PMS.HB
0 0.006 1.550 0.50 0.296 1.601e+06 1.968e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.55.PMS
1 0.006 1.550 0.50 0.296 1.139e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.55.PMS.HB
0 0.006 1.600 0.50 0.282 1.051e+06 1.794e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.60.PMS
1 0.006 1.600 0.50 0.282 1.186e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.60.PMS.HB
0 0.006 1.650 0.50 0.267 1.131e+06 1.643e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.65.PMS
1 0.006 1.650 0.50 0.267 1.277e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.65.PMS.HB
0 0.006 1.700 0.50 0.252 1.29e+06 1.51e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.70.PMS
1 0.006 1.700 0.50 0.252 1.377e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.70.PMS.HB
0 0.006 1.750 0.50 0.235 6.52e+06 1.391e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.75.PMS
1 0.006 1.750 0.50 0.235 1.556e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.75.PMS.HB
0 0.006 1.800 0.50 0.266 2.842e+08 1.285e+09 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.80.PMS
1 0.006 1.800 0.50 0.229 1.528e+08 0 OV0.5_Z0.006_Y0.259/Z0.006Y0.259OUTA1.74_F7_M1.80.PMS.HB
